83.6,80.0,82.0,90.8,84.1
84.0,80.0,81.2,90.4,84.4
81.6,79.6,84.0,89.6,84.6
84.0,79.6,82.0,91.6,84.7
82.4,82.0,81.6,89.6,84.6
83.6,80.0,83.2,90.8,83.9
84.4,80.4,83.2,89.2,84.2
84.8,80.8,78.8,92.0,84.4
83.6,80.0,84.4,91.2,84.9
85.6,80.8,81.2,88.8,84.1
83.2,81.6,82.0,90.8,85.1
83.6,80.4,79.6,90.4,83.8
84.0,80.8,82.8,90.0,83.9
84.4,80.4,83.2,89.2,84.2
83.6,79.2,82.8,91.6,84.4
86.0,79.6,82.8,90.0,84.4
84.0,80.4,81.6,90.8,83.6
83.6,80.4,82.0,90.4,84.5
83.2,80.0,83.2,91.6,84.2
86.0,80.0,83.2,90.8,84.6
84.8,82.0,83.6,92.0,84.6
83.6,79.2,82.0,89.6,83.6
84.4,80.8,84.0,91.6,84.1
84.4,80.0,83.2,91.6,85.1
83.2,81.6,82.0,90.8,85.1
82.4,82.0,82.4,91.2,84.6
84.4,80.0,82.0,90.4,84.5
84.8,80.8,82.0,90.0,84.2
84.4,81.6,82.0,90.4,85.0
84.4,81.6,83.2,90.4,84.6
84.0,79.2,82.8,90.0,83.7
84.4,80.0,82.0,90.4,84.5
84.0,79.6,83.6,91.6,84.5
83.6,79.6,82.8,90.8,83.8
81.2,81.2,83.6,91.2,84.7
84.4,81.6,83.2,90.4,84.6
83.2,81.6,82.0,90.8,85.1
81.2,80.0,82.4,90.0,84.7
84.8,79.6,82.0,90.0,84.3
84.4,81.6,83.2,90.4,84.6
83.6,80.8,82.4,92.4,85.0
81.6,79.6,84.0,89.6,84.6
81.6,79.6,84.0,89.6,84.6
83.2,79.2,82.8,90.0,84.5
82.4,81.2,80.8,90.8,84.6
81.6,79.6,82.4,90.0,84.4
85.6,77.6,83.2,89.2,83.9
84.4,80.0,83.2,91.6,85.1
82.4,78.0,83.6,91.6,84.4
84.4,79.2,82.4,89.2,83.9
