83.2,80.0,84.0,90.4,84.5
86.0,80.4,83.2,92.0,84.8
83.6,80.4,82.8,91.2,84.2
84.4,78.8,82.8,90.0,84.5
83.2,79.2,83.2,91.2,84.6
83.2,79.6,82.8,90.8,84.0
84.0,81.6,82.4,89.6,83.8
83.6,81.2,83.6,90.8,84.6
84.0,79.2,82.8,91.2,83.7
84.4,81.2,83.2,90.0,84.0
84.0,80.0,84.4,90.0,84.3
84.0,78.4,82.8,89.2,84.0
84.0,80.4,82.8,90.8,84.5
84.8,80.8,82.4,90.4,84.1
83.6,81.6,81.6,90.4,84.1
85.2,82.0,80.8,90.4,84.1
84.4,80.4,81.6,91.2,84.4
84.0,81.2,82.4,90.4,84.6
82.8,80.0,84.4,91.2,84.5
83.6,81.2,82.0,90.4,83.9
84.0,78.8,82.8,91.2,84.1
82.8,80.0,83.2,90.4,84.1
83.6,79.2,83.6,90.0,84.6
84.0,81.6,83.6,88.8,84.0
84.8,80.0,83.6,90.4,84.3
84.4,82.0,82.8,90.0,84.0
84.4,79.2,83.6,90.4,84.2
84.0,80.4,82.8,90.8,84.3
83.6,80.0,82.4,90.8,84.1
83.6,79.6,83.2,90.8,84.4
82.4,79.2,82.4,90.0,84.1
83.2,79.6,83.6,91.2,84.4
84.0,79.6,83.6,90.0,84.2
83.2,80.4,84.0,91.2,84.5
82.0,82.0,83.2,90.8,84.1
84.8,80.4,81.2,90.0,84.5
83.2,80.0,82.4,90.0,84.1
84.0,79.2,83.2,90.0,84.6
83.6,79.2,82.8,90.4,84.2
83.6,81.2,82.0,90.8,84.3
84.4,79.6,81.6,90.0,84.1
83.2,80.4,83.2,90.4,83.8
82.8,79.6,82.4,91.6,83.9
84.8,80.8,81.6,90.4,84.2
84.0,81.6,83.2,90.4,84.5
84.8,81.6,84.0,91.2,84.4
84.0,80.8,83.2,90.0,83.8
83.6,80.4,81.2,90.0,84.2
83.6,80.4,83.6,91.2,84.2
84.4,79.6,84.0,90.0,83.7
84.4,80.0,81.6,90.4,83.7
83.6,80.0,82.0,90.4,84.0
84.8,80.4,82.0,90.8,84.3
83.6,82.0,82.8,90.0,84.3
84.4,80.0,82.8,90.0,84.2
82.8,80.4,83.2,90.4,84.1
83.6,80.4,82.0,90.4,84.2
83.2,79.6,82.8,90.0,83.8
84.0,81.2,83.6,90.0,84.4
84.0,82.0,82.8,90.8,84.8
84.4,81.6,83.2,90.4,84.4
85.2,81.2,82.0,91.2,84.4
83.2,79.2,83.2,90.4,84.4
81.6,80.4,82.4,90.0,84.1
84.4,80.0,83.6,90.0,84.5
82.0,80.8,82.4,91.2,84.2
84.0,79.2,82.4,90.8,84.0
84.8,79.6,84.0,90.0,83.8
84.8,82.0,83.2,90.0,84.6
83.6,79.6,82.8,90.4,84.0
83.6,81.2,83.6,89.2,84.6
84.0,80.0,83.2,90.4,84.0
84.8,80.4,82.8,90.0,83.8
84.0,81.6,82.4,90.4,83.9
83.2,80.4,81.6,90.0,84.1
83.6,78.8,82.0,91.2,84.4
83.2,80.8,82.8,90.4,84.5
84.4,81.6,82.8,90.0,84.1
83.2,80.0,83.2,88.8,84.2
85.6,81.6,84.0,91.2,84.3
83.2,81.6,84.4,91.2,83.8
84.8,82.0,82.8,90.8,84.6
85.2,79.2,83.2,91.2,84.5
84.4,81.6,84.0,90.8,84.1
84.8,80.4,83.6,90.4,84.2
82.8,81.6,82.8,90.4,84.3
83.6,80.8,80.8,90.0,84.1
83.2,81.6,82.8,90.8,84.5
83.2,79.6,82.4,89.2,84.3
84.4,79.2,84.4,91.2,84.3
84.8,80.4,82.8,90.8,83.8
84.0,79.6,82.8,91.2,83.6
82.8,82.0,82.4,91.2,84.7
82.4,79.6,82.8,90.8,84.2
83.2,80.4,82.8,90.4,84.1
84.0,80.0,82.8,90.4,83.9
84.0,81.2,82.8,90.8,83.9
83.2,81.2,82.4,90.8,84.1
86.0,79.6,83.6,91.2,84.3
82.4,79.2,83.2,90.0,84.3
