84.8,80.0,84.4,90.4,84.0
83.6,81.6,82.0,90.4,84.8
83.6,79.2,83.2,89.6,84.5
84.8,82.0,81.2,90.0,84.1
82.8,81.2,82.8,90.4,84.7
83.2,81.6,82.0,89.6,84.4
85.2,80.8,83.2,90.0,84.5
84.4,79.6,84.0,90.4,84.5
84.4,79.6,82.8,91.2,84.2
83.6,80.8,82.0,90.0,84.2
85.2,82.0,82.4,90.8,84.3
84.8,80.4,82.8,90.4,84.2
81.2,80.4,83.2,90.8,84.5
85.2,79.6,83.2,90.4,84.7
86.4,81.6,83.2,89.6,84.4
82.8,80.8,82.4,90.0,84.2
83.2,82.0,82.8,90.0,84.1
82.8,80.0,84.0,89.2,84.8
83.6,81.6,81.2,90.0,84.1
83.2,79.2,83.6,90.4,83.8
85.2,80.0,81.2,91.6,84.6
84.0,81.2,83.2,90.4,84.3
84.8,80.8,80.8,90.8,84.4
82.8,81.2,82.4,90.4,84.7
84.0,80.4,82.8,90.8,84.2
83.2,81.2,82.4,88.8,84.1
84.8,80.8,80.8,90.0,83.8
85.2,80.4,81.6,91.6,84.4
84.4,79.6,82.4,90.8,84.5
84.8,80.0,82.4,90.4,84.3
82.8,81.2,82.4,90.4,84.7
83.6,82.8,82.0,91.2,84.2
84.4,82.0,81.6,91.2,84.1
84.0,80.4,82.0,90.8,84.5
84.0,80.4,83.2,91.2,84.1
84.8,80.8,83.2,90.4,83.9
85.2,81.2,82.4,89.6,84.6
82.4,81.6,83.2,90.8,84.7
84.0,80.0,82.4,88.8,84.3
85.6,80.8,83.2,90.8,84.2
