84.8,80.8,84.0,90.0,84.7
84.4,80.4,82.8,89.2,84.3
83.6,79.6,82.4,88.8,84.6
85.2,82.0,82.8,90.8,84.1
83.6,80.4,83.2,89.6,84.3
83.6,79.6,83.2,90.4,84.4
83.2,80.8,83.6,89.2,84.4
81.6,80.0,83.6,90.4,84.3
83.6,79.2,83.2,90.8,84.3
84.0,79.2,84.0,90.4,83.9
83.6,80.0,83.2,90.0,84.3
82.8,78.4,82.8,90.4,84.6
83.2,80.8,82.8,90.0,84.9
84.4,80.0,80.4,90.0,84.1
83.6,81.2,83.2,90.4,84.4
85.2,79.2,84.0,90.0,83.9
84.0,82.8,82.0,90.4,83.9
83.2,78.8,81.6,90.4,84.4
84.0,79.6,83.2,90.8,84.2
84.0,78.8,82.4,90.8,84.3
84.0,80.8,83.2,90.4,84.5
84.8,79.6,82.8,91.2,84.6
83.2,79.2,83.6,90.8,84.4
83.2,78.4,83.2,90.0,84.3
84.4,78.8,85.2,91.6,84.2
82.4,80.0,84.4,90.4,84.0
84.8,80.4,82.4,90.4,84.8
82.8,79.6,82.8,90.0,83.9
83.6,80.8,82.4,90.0,84.2
83.2,80.8,84.0,89.2,84.3
83.6,79.2,82.8,90.8,85.0
83.6,79.6,82.0,90.4,84.6
83.2,80.4,83.2,91.2,84.1
84.8,80.0,80.8,90.0,84.4
81.2,79.2,83.6,89.2,84.5
84.0,80.8,84.4,90.0,84.4
83.6,79.6,83.2,90.8,84.8
84.0,80.8,83.2,90.8,84.6
85.2,79.2,82.0,90.4,84.7
84.0,79.6,81.2,90.8,84.2
84.4,80.4,82.4,90.4,84.3
82.8,78.8,82.0,90.8,84.9
83.6,78.4,83.2,90.8,84.9
83.6,79.2,83.6,88.8,84.5
82.8,79.6,84.0,90.8,84.3
83.6,79.6,82.4,90.4,84.4
84.0,80.0,83.2,90.8,84.4
83.2,79.6,83.6,90.0,84.6
83.2,79.2,82.8,89.6,84.0
84.8,80.8,83.6,90.0,84.8
